id;ville;annee;mois;temp_moy;temp_max_moy;temp_min_moy;precipitation_mm;ensoleillement_h
3393;Nantes;2006;9;17.6;23.8;12.5;50;185
3394;Nantes;2006;10;15.4;21.0;11.0;95;119
3395;Nantes;2006;11;10.0;15.9;4.4;101;70
3396;Nantes;2006;12;8.1;14.0;2.5;78;78
3397;Bordeaux;2006;1;8.1;13.9;3.2;67;79
3398;Bordeaux;2006;2;8.8;15.1;3.7;64;91
3399;Bordeaux;2006;3;12.4;18.4;7.8;75;140
3400;Bordeaux;2006;4;15.9;21.2;10.6;70;145
3401;Bordeaux;2006;5;18.9;24.2;14.1;59;175
3402;Bordeaux;2006;6;21.6;28.0;16.5;53;247
3403;Bordeaux;2006;7;23.2;28.5;17.6;48;302
3404;Bordeaux;2006;8;24.7;29.6;19.1;65;277
3405;Bordeaux;2006;9;19.6;25.4;15.4;59;156
3406;Bordeaux;2006;10;15.5;21.8;9.5;109;134
3407;Bordeaux;2006;11;10.2;16.2;4.8;110;97
3408;Bordeaux;2006;12;9.3;15.3;3.9;74;66
3409;Marseille;2006;1;10.4;16.8;4.5;49;172
3410;Marseille;2006;2;10.3;16.2;4.4;28;189
3411;Marseille;2006;3;13.9;18.7;9.3;33;186
3412;Marseille;2006;4;15.7;20.4;10.7;41;265
3413;Marseille;2006;5;19.2;24.1;14.9;29;306
3414;Marseille;2006;6;23.7;28.8;18.9;22;337
3415;Marseille;2006;7;27.5;33.3;22.3;7;324
3416;Marseille;2006;8;27.8;33.7;22.0;15;404
3417;Marseille;2006;9;23.5;28.3;17.9;35;246
3418;Marseille;2006;10;18.7;23.5;12.9;62;147
3419;Marseille;2006;11;13.4;19.6;8.1;64;149
3420;Marseille;2006;12;9.9;16.3;4.8;72;107
3421;Lille;2007;1;3.4;9.2;-1.6;50;52
3422;Lille;2007;2;6.5;12.7;1.8;48;66
3423;Lille;2007;3;9.0;13.7;3.5;36;128
3424;Lille;2007;4;11.0;16.3;6.9;47;155
3425;Lille;2007;5;16.8;23.0;12.0;37;207
3426;Lille;2007;6;19.2;24.2;14.3;69;170
3427;Lille;2007;7;21.1;27.1;17.0;86;218
3428;Lille;2007;8;21.7;26.6;17.6;50;153
3429;Lille;2007;9;17.8;23.4;11.9;71;127
3430;Lille;2007;10;12.0;17.8;6.3;61;99
3431;Lille;2007;11;7.2;12.8;2.0;60;51
3432;Lille;2007;12;5.1;10.9;-0.7;63;43
3433;Paris;2007;1;7.4;13.6;1.4;66;69
3434;Paris;2007;2;6.5;12.0;1.7;50;65
3435;Paris;2007;3;9.9;14.4;5.3;50;132
3436;Paris;2007;4;12.8;18.1;8.3;50;132
3437;Paris;2007;5;17.3;23.2;12.9;50;214
3438;Paris;2007;6;20.2;26.1;14.6;53;225
3439;Paris;2007;7;22.7;27.4;17.7;51;183
3440;Paris;2007;8;21.5;26.3;15.5;43;178
3441;Paris;2007;9;17.7;23.9;12.3;56;159
3442;Paris;2007;10;14.1;20.1;8.7;46;94
3443;Paris;2007;11;8.7;14.5;3.0;49;58
3444;Paris;2007;12;8.0;13.9;3.8;62;51
3445;Nantes;2007;1;7.2;13.4;1.9;93;77
3446;Nantes;2007;2;7.9;13.7;2.1;78;80
3447;Nantes;2007;3;9.8;15.4;4.8;49;143
3448;Nantes;2007;4;14.1;19.6;8.6;67;180
3449;Nantes;2007;5;16.7;22.1;12.5;44;237
3450;Nantes;2007;6;19.7;25.2;15.1;47;213
3451;Nantes;2007;7;21.5;26.3;17.1;37;265
3452;Nantes;2007;8;21.3;27.5;17.0;44;199
3453;Nantes;2007;9;17.5;23.4;12.5;45;176
3454;Nantes;2007;10;13.8;19.0;8.5;92;104
3455;Nantes;2007;11;10.1;14.8;5.6;79;76
3456;Nantes;2007;12;8.5;13.2;4.2;93;69
3457;Bordeaux;2007;1;7.1;11.8;1.2;71;76
3458;Bordeaux;2007;2;8.2;13.2;2.8;76;92
3459;Bordeaux;2007;3;10.5;15.6;5.1;85;152
3460;Bordeaux;2007;4;15.6;20.5;11.4;74;174
3461;Bordeaux;2007;5;17.6;23.5;12.4;56;242
3462;Bordeaux;2007;6;21.6;27.3;16.4;55;198
3463;Bordeaux;2007;7;23.8;28.8;18.1;34;220
3464;Bordeaux;2007;8;23.8;29.9;19.7;53;252
3465;Bordeaux;2007;9;21.6;26.7;17.4;60;223
3466;Bordeaux;2007;10;15.6;20.3;11.5;71;105
3467;Bordeaux;2007;11;10.8;16.9;5.1;110;95
3468;Bordeaux;2007;12;9.5;15.7;4.0;87;80
3469;Marseille;2007;1;9.3;14.5;4.8;43;153
3470;Marseille;2007;2;11.3;17.2;7.0;31;141
3471;Marseille;2007;3;13.0;18.2;8.3;37;181
3472;Marseille;2007;4;15.8;21.2;9.9;39;183
3473;Marseille;2007;5;20.6;26.4;15.6;24;294
3474;Marseille;2007;6;24.7;30.2;20.4;22;329
3475;Marseille;2007;7;27.6;33.8;21.7;6;357
3476;Marseille;2007;8;27.4;31.9;22.6;17;335
3477;Marseille;2007;9;23.6;29.2;19.5;52;278
3478;Marseille;2007;10;18.6;23.5;14.0;56;200
3479;Marseille;2007;11;13.6;19.1;8.0;66;112
3480;Marseille;2007;12;10.9;16.4;5.4;54;104
3481;Lille;2008;1;4.1;9.0;-0.6;61;56
3482;Lille;2008;2;4.3;9.9;-1.5;37;72
3483;Lille;2008;3;9.5;15.8;5.0;43;130
3484;Lille;2008;4;12.1;17.2;6.5;32;160
3485;Lille;2008;5;15.3;20.7;10.2;43;148
3486;Lille;2008;6;20.1;24.7;14.1;55;223
3487;Lille;2008;7;20.4;25.1;15.7;53;170
3488;Lille;2008;8;20.2;25.0;15.6;75;188
3489;Lille;2008;9;16.5;22.9;11.5;53;118
3490;Lille;2008;10;12.7;18.7;7.5;80;79
3491;Lille;2008;11;7.1;13.2;1.8;44;58
3492;Lille;2008;12;6.5;11.5;1.7;74;40
3493;Paris;2008;1;7.0;12.2;1.6;61;59
3494;Paris;2008;2;6.8;11.8;2.2;33;81
3495;Paris;2008;3;9.0;15.0;4.8;36;124
3496;Paris;2008;4;13.6;19.1;8.0;41;134
3497;Paris;2008;5;17.3;21.9;11.7;52;231
3498;Paris;2008;6;19.6;26.0;15.4;66;229
3499;Paris;2008;7;22.5;28.0;17.0;77;214
3500;Paris;2008;8;21.1;27.1;16.8;45;226
3501;Paris;2008;9;17.5;22.8;13.0;64;185
3502;Paris;2008;10;15.6;20.7;10.2;61;87
3503;Paris;2008;11;8.6;14.9;3.3;65;57
3504;Paris;2008;12;5.1;9.7;-0.7;67;42
3505;Nantes;2008;1;8.6;14.2;4.2;101;61
3506;Nantes;2008;2;8.4;13.2;4.1;48;82
3507;Nantes;2008;3;10.9;17.1;5.6;66;142
3508;Nantes;2008;4;12.9;17.9;7.3;51;152
3509;Nantes;2008;5;18.1;24.1;13.0;48;204
3510;Nantes;2008;6;19.2;24.6;14.2;34;202
3511;Nantes;2008;7;21.3;25.9;16.5;52;277
3512;Nantes;2008;8;22.2;28.1;16.8;41;232
3513;Nantes;2008;9;16.4;21.2;11.5;46;161
3514;Nantes;2008;10;15.1;20.4;10.3;94;88
3515;Nantes;2008;11;9.4;14.4;4.3;76;86
3516;Nantes;2008;12;7.9;13.0;2.9;101;73
3517;Bordeaux;2008;1;7.5;12.7;3.2;95;81
3518;Bordeaux;2008;2;10.2;15.9;4.6;57;111
3519;Bordeaux;2008;3;11.9;17.2;6.6;53;177
3520;Bordeaux;2008;4;14.5;20.4;8.8;53;200
3521;Bordeaux;2008;5;18.3;24.2;13.9;59;184
3522;Bordeaux;2008;6;21.3;27.2;16.0;46;262
3523;Bordeaux;2008;7;25.0;29.5;19.3;35;284
3524;Bordeaux;2008;8;24.3;30.0;19.7;45;298
3525;Bordeaux;2008;9;19.4;24.4;14.2;66;211
3526;Bordeaux;2008;10;16.2;20.8;10.9;76;134
3527;Bordeaux;2008;11;10.2;14.7;5.5;74;89
3528;Bordeaux;2008;12;7.6;12.9;2.4;84;78
3529;Marseille;2008;1;9.2;14.1;4.6;41;138
3530;Marseille;2008;2;11.7;17.5;7.4;40;143
3531;Marseille;2008;3;13.2;19.5;7.8;31;209
3532;Marseille;2008;4;16.5;22.9;10.9;49;191
3533;Marseille;2008;5;19.4;25.3;14.6;22;264
3534;Marseille;2008;6;24.4;29.5;19.8;19;364
3535;Marseille;2008;7;27.8;34.1;22.7;8;333
3536;Marseille;2008;8;26.0;31.0;20.5;21;303
3537;Marseille;2008;9;22.7;28.7;17.6;46;229
3538;Marseille;2008;10;18.0;23.0;12.1;66;167
3539;Marseille;2008;11;13.7;19.2;8.8;74;149
3540;Marseille;2008;12;9.7;15.8;5.5;61;135
3541;Lille;2009;1;5.8;10.6;0.5;56;56
3542;Lille;2009;2;4.6;9.2;0.6;31;56
3543;Lille;2009;3;8.2;12.8;4.0;32;128
3544;Lille;2009;4;11.3;17.0;6.6;37;138
3545;Lille;2009;5;16.3;22.5;11.9;67;211
3546;Lille;2009;6;17.9;22.5;13.0;63;187
3547;Lille;2009;7;19.9;26.3;14.7;64;154
3548;Lille;2009;8;20.0;25.7;15.0;60;162
3549;Lille;2009;9;17.5;22.9;12.9;52;132
3550;Lille;2009;10;11.2;17.3;7.1;54;96
3551;Lille;2009;11;8.1;13.7;2.4;55;50
3552;Lille;2009;12;4.8;11.1;-0.6;58;39
3553;Paris;2009;1;7.2;13.3;2.2;61;59
3554;Paris;2009;2;6.3;11.5;0.4;38;75
3555;Paris;2009;3;10.6;16.8;6.2;37;139
3556;Paris;2009;4;12.8;18.4;8.0;40;166
3557;Paris;2009;5;18.3;24.7;13.6;40;167
3558;Paris;2009;6;20.2;26.1;14.4;47;178
3559;Paris;2009;7;21.6;26.3;16.8;52;251
3560;Paris;2009;8;22.6;27.9;17.7;63;202
3561;Paris;2009;9;17.6;22.3;11.9;41;140
3562;Paris;2009;10;13.5;19.0;9.3;67;121
3563;Paris;2009;11;9.6;14.8;4.8;48;70
3564;Paris;2009;12;7.7;12.3;1.7;73;57
3565;Nantes;2009;1;7.2;13.0;1.7;83;80
3566;Nantes;2009;2;8.3;13.5;3.3;82;86
3567;Nantes;2009;3;10.4;15.2;5.3;73;154
3568;Nantes;2009;4;11.9;16.6;6.2;63;204
3569;Nantes;2009;5;18.1;23.0;14.0;40;235
3570;Nantes;2009;6;20.4;25.4;16.1;33;172
3571;Nantes;2009;7;22.1;26.8;16.9;31;242
3572;Nantes;2009;8;21.7;27.3;17.6;38;234
3573;Nantes;2009;9;18.2;24.5;12.3;63;143
3574;Nantes;2009;10;14.9;20.4;9.3;93;96
3575;Nantes;2009;11;10.0;14.9;4.6;59;80
3576;Nantes;2009;12;8.3;13.0;3.5;64;61
3577;Bordeaux;2009;1;9.2;14.4;4.7;75;78
3578;Bordeaux;2009;2;8.3;12.9;3.8;72;114
3579;Bordeaux;2009;3;13.7;19.0;9.3;87;175
3580;Bordeaux;2009;4;14.7;19.6;9.7;83;189
3581;Bordeaux;2009;5;19.4;25.7;15.4;82;235
3582;Bordeaux;2009;6;20.8;27.1;15.5;64;270
3583;Bordeaux;2009;7;23.5;29.2;19.3;54;263
3584;Bordeaux;2009;8;23.2;29.5;18.9;66;262
3585;Bordeaux;2009;9;20.2;26.1;14.6;84;203
3586;Bordeaux;2009;10;14.6;19.8;10.2;65;118
3587;Bordeaux;2009;11;11.1;17.0;7.0;98;78
3588;Bordeaux;2009;12;8.0;14.2;3.4;69;81
3589;Marseille;2009;1;8.9;13.6;3.9;43;178
3590;Marseille;2009;2;10.2;15.4;4.6;36;141
3591;Marseille;2009;3;12.5;17.2;7.4;29;229
3592;Marseille;2009;4;16.6;21.5;12.1;28;192
3593;Marseille;2009;5;20.4;26.3;15.3;20;229
3594;Marseille;2009;6;24.2;30.6;19.7;20;351
3595;Marseille;2009;7;29.0;33.9;23.6;6;391
3596;Marseille;2009;8;25.1;30.2;20.2;17;321
3597;Marseille;2009;9;23.6;28.2;18.8;38;271
3598;Marseille;2009;10;20.6;25.8;15.1;92;144
3599;Marseille;2009;11;14.6;19.2;9.4;64;151
3600;Marseille;2009;12;10.1;16.0;5.8;48;148
3601;Lille;2010;1;4.7;9.4;-1.2;37;50
3602;Lille;2010;2;5.6;10.7;-0.1;50;58
3603;Lille;2010;3;8.3;14.2;2.4;34;110
3604;Lille;2010;4;11.8;17.3;6.3;37;138
3605;Lille;2010;5;15.4;21.0;9.6;49;197
3606;Lille;2010;6;18.3;24.5;12.7;67;156
3607;Lille;2010;7;21.4;26.9;16.2;84;204
3608;Lille;2010;8;21.4;26.7;17.0;78;153
3609;Lille;2010;9;17.0;21.8;11.7;52;151
3610;Lille;2010;10;12.9;18.8;8.1;77;97
3611;Lille;2010;11;8.3;14.0;2.5;73;61
3612;Lille;2010;12;6.2;12.4;1.2;69;33
3613;Paris;2010;1;5.9;10.9;0.8;61;72
3614;Paris;2010;2;6.3;12.4;1.1;36;65
3615;Paris;2010;3;11.8;17.8;7.6;38;106
3616;Paris;2010;4;14.1;19.3;8.3;37;169
3617;Paris;2010;5;17.3;21.8;11.7;59;227
3618;Paris;2010;6;19.4;25.4;14.6;60;208
3619;Paris;2010;7;22.8;28.7;17.4;77;230
3620;Paris;2010;8;21.5;26.3;16.1;43;231
3621;Paris;2010;9;19.1;25.5;14.2;43;188
3622;Paris;2010;10;13.3;18.1;8.9;52;101
3623;Paris;2010;11;9.5;14.2;4.3;61;70
3624;Paris;2010;12;6.4;11.2;0.9;46;51
3625;Nantes;2010;1;7.5;13.9;1.9;93;71
3626;Nantes;2010;2;8.1;14.3;3.9;64;80
3627;Nantes;2010;3;11.0;16.6;5.6;77;154
3628;Nantes;2010;4;13.7;19.1;9.2;59;156
3629;Nantes;2010;5;15.8;22.1;11.6;66;204
3630;Nantes;2010;6;18.1;23.3;12.2;41;223
3631;Nantes;2010;7;22.2;27.6;16.3;37;192
3632;Nantes;2010;8;23.3;28.7;18.4;46;188
3633;Nantes;2010;9;18.7;23.6;14.2;76;177
3634;Nantes;2010;10;15.9;21.2;11.0;83;98
3635;Nantes;2010;11;9.7;15.8;4.3;74;76
3636;Nantes;2010;12;9.4;14.5;3.7;71;72
3637;Bordeaux;2010;1;9.6;14.5;4.5;85;74
3638;Bordeaux;2010;2;9.3;13.8;4.3;78;112
3639;Bordeaux;2010;3;10.5;16.2;6.4;67;129
3640;Bordeaux;2010;4;14.9;19.7;10.0;76;154
3641;Bordeaux;2010;5;18.3;24.5;12.9;74;246
3642;Bordeaux;2010;6;22.0;27.7;17.2;59;213
3643;Bordeaux;2010;7;24.3;30.2;19.4;48;293
3644;Bordeaux;2010;8;23.6;28.6;18.6;55;294
3645;Bordeaux;2010;9;20.8;25.8;16.4;93;213
3646;Bordeaux;2010;10;15.6;21.7;9.8;89;125
3647;Bordeaux;2010;11;11.4;16.2;6.5;75;90
3648;Bordeaux;2010;12;9.0;15.3;3.4;79;82
3649;Marseille;2010;1;8.1;14.0;3.9;58;141
3650;Marseille;2010;2;10.7;16.4;4.8;40;166
3651;Marseille;2010;3;14.4;20.3;9.9;43;239
3652;Marseille;2010;4;17.5;24.0;11.6;40;245
3653;Marseille;2010;5;20.9;27.1;16.0;29;322
3654;Marseille;2010;6;24.4;28.9;19.3;21;358
3655;Marseille;2010;7;28.1;34.1;23.9;8;426
3656;Marseille;2010;8;27.4;32.4;23.4;20;381
3657;Marseille;2010;9;23.0;27.5;17.4;61;287
3658;Marseille;2010;10;18.3;23.2;13.0;89;202
3659;Marseille;2010;11;14.5;19.8;10.2;62;136
3660;Marseille;2010;12;10.2;16.5;5.5;47;114
3661;Lille;2011;1;4.3;9.1;-1.4;43;44
3662;Lille;2011;2;6.1;11.2;0.6;48;76
3663;Lille;2011;3;9.5;14.3;3.5;48;112
3664;Lille;2011;4;11.2;16.0;6.1;34;169
3665;Lille;2011;5;15.6;21.4;11.2;57;168
3666;Lille;2011;6;19.1;24.6;13.5;66;190
3667;Lille;2011;7;20.8;25.5;14.8;70;171
3668;Lille;2011;8;19.7;25.4;14.3;47;159
3669;Lille;2011;9;17.5;23.6;11.8;65;127
3670;Lille;2011;10;12.9;17.7;8.9;79;82
3671;Lille;2011;11;7.6;13.2;2.9;56;42
3672;Lille;2011;12;7.3;13.5;1.6;56;40
3673;Paris;2011;1;7.2;13.5;2.5;37;62
3674;Paris;2011;2;8.0;13.3;2.2;36;68
3675;Paris;2011;3;9.3;14.1;3.4;56;123
3676;Paris;2011;4;13.4;19.8;7.9;64;169
3677;Paris;2011;5;17.6;23.7;13.2;72;158
3678;Paris;2011;6;21.2;25.8;16.8;59;183
3679;Paris;2011;7;22.4;28.3;16.4;56;196
3680;Paris;2011;8;22.4;28.8;17.7;56;206
3681;Paris;2011;9;18.6;23.8;13.2;70;183
3682;Paris;2011;10;15.6;20.7;9.8;42;120
3683;Paris;2011;11;10.5;15.9;4.8;51;55
3684;Paris;2011;12;6.4;11.0;1.3;54;46
3685;Nantes;2011;1;8.1;14.1;3.6;102;89
3686;Nantes;2011;2;8.7;14.9;4.1;75;106
3687;Nantes;2011;3;10.3;15.3;5.0;74;160
3688;Nantes;2011;4;13.3;18.7;8.2;41;145
3689;Nantes;2011;5;16.5;23.0;11.3;71;201
3690;Nantes;2011;6;19.9;25.9;14.7;57;232
3691;Nantes;2011;7;21.6;26.7;16.7;31;268
3692;Nantes;2011;8;22.4;28.7;16.5;43;190
3693;Nantes;2011;9;18.7;23.5;14.7;49;144
3694;Nantes;2011;10;14.3;19.6;9.6;68;115
3695;Nantes;2011;11;10.1;15.5;4.8;74;64
3696;Nantes;2011;12;7.0;11.7;1.3;63;61
3697;Bordeaux;2011;1;8.8;13.7;3.2;82;85
3698;Bordeaux;2011;2;8.8;14.0;3.6;84;112
3699;Bordeaux;2011;3;12.0;17.0;7.2;82;146
3700;Bordeaux;2011;4;12.8;18.3;7.2;50;156
3701;Bordeaux;2011;5;18.6;24.6;13.1;75;178
3702;Bordeaux;2011;6;21.8;26.6;17.5;48;211
3703;Bordeaux;2011;7;22.9;28.9;18.8;47;255
3704;Bordeaux;2011;8;23.7;28.8;18.9;47;284
3705;Bordeaux;2011;9;21.2;26.6;15.3;76;204
3706;Bordeaux;2011;10;15.7;21.2;10.9;87;122
3707;Bordeaux;2011;11;11.0;16.4;6.9;89;87
3708;Bordeaux;2011;12;10.4;14.9;6.4;66;68
3709;Marseille;2011;1;9.9;14.6;5.7;40;158
3710;Marseille;2011;2;11.6;17.2;7.4;30;168
3711;Marseille;2011;3;14.4;20.3;10.0;44;208
3712;Marseille;2011;4;16.7;23.1;11.5;28;214
3713;Marseille;2011;5;19.7;24.9;15.3;29;242
3714;Marseille;2011;6;24.8;30.6;19.3;22;339
3715;Marseille;2011;7;28.9;35.2;24.1;7;315
3716;Marseille;2011;8;26.4;31.2;21.5;20;368
3717;Marseille;2011;9;22.7;27.6;18.6;46;203
3718;Marseille;2011;10;18.3;23.5;13.6;50;188
3719;Marseille;2011;11;12.5;17.7;7.5;57;111
3720;Marseille;2011;12;8.7;14.0;2.9;47;121
3721;Lille;2012;1;5.7;10.7;0.7;60;53
3722;Lille;2012;2;5.1;10.5;0.0;43;71
3723;Lille;2012;3;8.0;12.7;2.0;38;131
3724;Lille;2012;4;11.5;16.2;6.5;49;162
3725;Lille;2012;5;15.2;21.7;10.4;49;192
3726;Lille;2012;6;18.4;24.1;13.7;52;165
3727;Lille;2012;7;19.9;25.2;15.9;74;183
3728;Lille;2012;8;19.9;25.6;14.0;72;164
3729;Lille;2012;9;17.3;22.9;11.5;55;108
3730;Lille;2012;10;12.9;18.4;8.2;48;93
3731;Lille;2012;11;7.4;13.8;2.7;57;53
3732;Lille;2012;12;7.4;12.9;1.4;63;36
3733;Paris;2012;1;6.7;12.7;0.8;66;70
3734;Paris;2012;2;7.5;13.8;2.9;37;86
3735;Paris;2012;3;10.5;16.6;5.8;50;126
3736;Paris;2012;4;12.5;17.9;7.4;39;152
3737;Paris;2012;5;17.6;23.9;11.7;58;232
3738;Paris;2012;6;20.9;27.3;16.2;54;179
3739;Paris;2012;7;22.3;27.6;16.4;46;246
3740;Paris;2012;8;22.3;28.7;18.1;67;217
3741;Paris;2012;9;17.9;23.7;13.7;65;143
3742;Paris;2012;10;13.2;19.3;9.2;61;89
3743;Paris;2012;11;9.6;14.5;4.5;46;69
3744;Paris;2012;12;7.4;12.2;2.3;69;43
3745;Nantes;2012;1;7.8;13.5;2.8;60;86
3746;Nantes;2012;2;8.1;12.8;3.1;75;72
3747;Nantes;2012;3;9.9;14.4;5.7;77;146
3748;Nantes;2012;4;13.0;18.0;8.3;46;202
3749;Nantes;2012;5;17.9;23.8;12.4;46;178
3750;Nantes;2012;6;20.6;25.5;14.7;38;233
3751;Nantes;2012;7;21.9;27.8;17.2;31;230
3752;Nantes;2012;8;21.7;28.1;17.3;32;229
3753;Nantes;2012;9;18.7;24.8;13.3;53;153
3754;Nantes;2012;10;14.4;20.4;8.7;105;121
3755;Nantes;2012;11;10.7;17.0;5.7;107;80
3756;Nantes;2012;12;7.3;13.6;3.1;88;71
3757;Bordeaux;2012;1;7.6;12.2;1.8;99;92
3758;Bordeaux;2012;2;8.8;14.3;4.7;68;91
3759;Bordeaux;2012;3;12.3;18.3;7.3;57;120
3760;Bordeaux;2012;4;15.4;21.6;10.7;59;158
3761;Bordeaux;2012;5;17.1;21.7;12.8;83;214
3762;Bordeaux;2012;6;21.8;27.7;16.6;48;232
3763;Bordeaux;2012;7;24.8;30.8;20.0;49;267
3764;Bordeaux;2012;8;24.5;29.6;20.2;69;265
3765;Bordeaux;2012;9;20.2;24.8;15.8;54;223
3766;Bordeaux;2012;10;16.0;20.6;10.5;109;112
3767;Bordeaux;2012;11;10.0;15.4;4.9;94;74
3768;Bordeaux;2012;12;8.7;13.2;3.6;83;78
3769;Marseille;2012;1;9.0;14.5;3.3;56;161
3770;Marseille;2012;2;11.0;17.3;6.9;28;142
3771;Marseille;2012;3;13.3;19.3;8.7;40;211
3772;Marseille;2012;4;16.4;21.9;12.3;49;209
3773;Marseille;2012;5;20.7;25.9;16.1;35;310
3774;Marseille;2012;6;23.7;29.0;19.7;13;338
3775;Marseille;2012;7;27.8;32.5;22.5;5;445
3776;Marseille;2012;8;27.7;32.7;23.5;14;319
3777;Marseille;2012;9;23.7;29.4;19.2;47;272
3778;Marseille;2012;10;19.1;24.6;14.6;52;152
3779;Marseille;2012;11;15.0;20.4;9.2;63;129
3780;Marseille;2012;12;10.9;16.7;5.2;63;121
3781;Lille;2013;1;4.6;10.3;-0.0;49;43
3782;Lille;2013;2;5.3;11.3;-0.1;54;74
3783;Lille;2013;3;8.3;14.1;3.3;46;102
3784;Lille;2013;4;12.1;17.1;6.2;36;156
3785;Lille;2013;5;16.0;21.8;10.8;66;213
3786;Lille;2013;6;19.1;24.3;14.1;44;164
3787;Lille;2013;7;21.3;26.7;16.0;84;195
3788;Lille;2013;8;21.1;26.4;17.0;60;141
3789;Lille;2013;9;17.6;23.3;13.1;43;140
3790;Lille;2013;10;13.2;19.3;7.2;63;85
3791;Lille;2013;11;8.8;14.0;3.8;71;56
3792;Lille;2013;12;4.8;10.6;-1.2;51;42
3793;Paris;2013;1;6.5;11.5;1.6;52;61
3794;Paris;2013;2;6.4;11.3;2.2;30;62
3795;Paris;2013;3;10.3;16.4;6.2;49;122
3796;Paris;2013;4;13.6;18.5;8.2;52;190
3797;Paris;2013;5;17.7;22.9;12.5;61;195
3798;Paris;2013;6;21.2;25.8;15.6;53;185
3799;Paris;2013;7;21.9;27.5;16.9;44;184
3800;Paris;2013;8;21.4;27.7;16.2;52;222
3801;Paris;2013;9;18.9;23.6;14.6;43;138
3802;Paris;2013;10;13.2;17.9;8.3;57;128
3803;Paris;2013;11;8.8;15.0;4.4;45;70
3804;Paris;2013;12;7.3;13.6;3.0;60;56
3805;Nantes;2013;1;9.4;14.4;4.8;95;75
3806;Nantes;2013;2;8.7;14.2;2.7;61;100
3807;Nantes;2013;3;10.3;16.4;5.1;53;141
3808;Nantes;2013;4;14.8;19.6;10.6;40;185
3809;Nantes;2013;5;17.8;23.1;12.1;50;233
3810;Nantes;2013;6;19.2;25.4;14.0;42;182
3811;Nantes;2013;7;22.3;27.3;17.8;28;197
3812;Nantes;2013;8;24.0;29.9;19.1;35;193
3813;Nantes;2013;9;18.0;24.4;13.9;69;190
3814;Nantes;2013;10;13.8;19.4;8.1;90;123
3815;Nantes;2013;11;10.1;16.2;5.1;101;60
3816;Nantes;2013;12;6.5;12.7;0.7;93;56
3817;Bordeaux;2013;1;9.0;14.5;3.7;57;85
3818;Bordeaux;2013;2;10.0;15.2;5.2;72;87
3819;Bordeaux;2013;3;11.8;16.5;6.4;71;160
3820;Bordeaux;2013;4;15.7;20.9;10.1;63;160
3821;Bordeaux;2013;5;19.2;25.5;14.1;79;233
3822;Bordeaux;2013;6;22.5;27.6;18.2;59;226
3823;Bordeaux;2013;7;24.4;29.0;19.0;43;254
3824;Bordeaux;2013;8;24.1;29.9;18.9;59;253
3825;Bordeaux;2013;9;20.0;25.1;14.4;59;210
3826;Bordeaux;2013;10;15.4;21.2;10.9;107;114
3827;Bordeaux;2013;11;9.7;14.2;4.0;70;95
3828;Bordeaux;2013;12;8.0;14.0;2.5;78;61
3829;Marseille;2013;1;9.0;14.3;4.1;55;141
3830;Marseille;2013;2;11.6;16.3;5.8;48;158
3831;Marseille;2013;3;13.9;18.8;9.8;49;213
3832;Marseille;2013;4;16.9;23.4;12.0;45;201
3833;Marseille;2013;5;20.0;26.1;15.8;25;241
3834;Marseille;2013;6;23.7;30.1;19.4;13;318
3835;Marseille;2013;7;27.0;32.3;21.3;7;384
3836;Marseille;2013;8;27.7;33.8;23.3;11;395
3837;Marseille;2013;9;23.4;29.3;18.7;45;209
3838;Marseille;2013;10;19.6;25.5;14.9;92;147
3839;Marseille;2013;11;13.6;19.6;8.2;54;154
3840;Marseille;2013;12;9.8;16.3;5.2;70;111
3841;Lille;2014;1;4.6;9.4;-0.8;65;54
3842;Lille;2014;2;5.8;11.7;1.6;55;71
3843;Lille;2014;3;8.4;13.3;4.1;35;106
3844;Lille;2014;4;11.7;16.5;6.1;31;141
3845;Lille;2014;5;15.7;21.5;10.3;44;215
3846;Lille;2014;6;18.4;24.1;12.8;61;156
3847;Lille;2014;7;20.9;27.1;15.9;89;167
3848;Lille;2014;8;21.5;26.7;16.0;46;201
3849;Lille;2014;9;17.7;22.3;12.9;50;135
3850;Lille;2014;10;13.5;18.8;8.4;82;79
3851;Lille;2014;11;7.2;13.2;3.0;62;51
3852;Lille;2014;12;5.9;11.0;1.1;50;45
3853;Paris;2014;1;5.6;10.2;0.1;53;64
3854;Paris;2014;2;8.4;13.5;2.5;44;72
3855;Paris;2014;3;10.2;15.4;5.8;45;121
3856;Paris;2014;4;13.7;19.9;9.2;43;166
3857;Paris;2014;5;17.4;22.4;12.3;68;198
3858;Paris;2014;6;20.0;25.9;14.5;43;220
3859;Paris;2014;7;22.5;28.5;18.0;63;215
3860;Paris;2014;8;22.1;28.3;17.8;49;166
3861;Paris;2014;9;17.9;23.1;13.6;69;143
3862;Paris;2014;10;13.4;18.9;8.2;61;117
3863;Paris;2014;11;10.2;16.0;5.4;61;74
3864;Paris;2014;12;6.7;11.8;1.9;59;57
3865;Nantes;2014;1;8.1;13.4;2.8;85;63
3866;Nantes;2014;2;7.6;13.4;2.5;66;78
3867;Nantes;2014;3;11.0;16.2;6.5;80;171
3868;Nantes;2014;4;13.7;19.2;8.7;45;192
3869;Nantes;2014;5;16.0;20.8;10.8;43;190
3870;Nantes;2014;6;18.9;24.5;14.3;52;178
3871;Nantes;2014;7;22.7;28.1;18.1;34;221
3872;Nantes;2014;8;20.8;25.7;16.5;48;261
